"","acra","numa","acrb","numb","year","expab","impab","Population","source_trade","source_pop","source_gdp","GDP","tradeop","ln.tradeop","GDPpC","ln.GDPpC","PolitySC2"
"1","DEN",390,"EST",710,1951,NA,NA,4310350,0,"3",4,37663.0859496124,NA,NA,8.73782545491953,2.1676613549257,10
"2","DEN",390,"EST",710,1952,NA,NA,4340420,0,"3",4,39091.6795542636,NA,NA,9.00642784667465,2.19793852759914,10
"3","DEN",390,"EST",710,1953,NA,NA,4370490,0,"3",4,41948.189244186,NA,NA,9.59805176174435,2.26156013639342,10
"4","DEN",390,"EST",710,1954,NA,NA,4410590,0,"3",4,43525.8145348837,NA,NA,9.86847894156648,2.28934573230556,10
"5","DEN",390,"EST",710,1955,NA,NA,4440660,0,"3",4,43523.626744186,NA,NA,9.80116170663506,2.28250092014441,10
"6","DEN",390,"EST",710,1956,NA,NA,4470740,0,"3",4,44573.9537790698,NA,NA,9.97015120071169,2.29959574942662,10
"7","DEN",390,"EST",710,1957,NA,NA,4500810,0,"3",4,46498.2323643411,NA,NA,10.3310809308416,2.33515691762247,10
"8","DEN",390,"EST",710,1958,NA,NA,4530880,0,"3",4,47822.0612403101,NA,NA,10.5546960502838,2.35657088413376,10
"9","DEN",390,"EST",710,1959,NA,NA,4550930,0,"3",4,52631.8208333333,NA,NA,11.5650693008535,2.44798928795715,10
"10","DEN",390,"EST",710,1960,NA,NA,4581000,0,"3",4,55638.5356589147,NA,NA,12.14550003469,2.49695873366834,10
"11","DEN",390,"EST",710,1961,NA,NA,4610000,0,"3",4,59140.4736434109,NA,NA,12.8287361482453,2.55168766623407,10
"12","DEN",390,"EST",710,1962,NA,NA,4647000,0,"3",4,62559.7254844961,NA,NA,13.4623898180538,2.59989985808904,10
"13","DEN",390,"EST",710,1963,NA,NA,4684000,0,"3",4,63789.1685077519,NA,NA,13.6185244465739,2.6114309575965,10
"14","DEN",390,"EST",710,1964,NA,NA,4720000,0,"3",4,69548.3511627907,NA,NA,14.7348201616082,2.69021341127013,10
"15","DEN",390,"EST",710,1965,NA,NA,4758000,0,"3",4,73006.1394379845,NA,NA,15.343871256407,2.73071612762146,10
"16","DEN",390,"EST",710,1966,NA,NA,4798000,0,"3",4,75368.7015503876,NA,NA,15.7083579721525,2.75419292561783,10
"17","DEN",390,"EST",710,1967,NA,NA,4835354,0,"2",4,79704.563372093,NA,NA,16.4837079916161,2.80237249866401,10
"18","DEN",390,"EST",710,1968,NA,NA,4864883,0,"2",4,84239.2275193799,NA,NA,17.3157766629495,2.85161803176899,10
"19","DEN",390,"EST",710,1969,NA,NA,4891860,0,"2",4,90724.3292635659,NA,NA,18.545978270753,2.92025296073673,10
"20","DEN",390,"EST",710,1970,NA,NA,4928757,0,"2",4,92470.6274224806,NA,NA,18.7614498792455,2.93180422626576,10
"21","DEN",390,"EST",710,1971,NA,NA,4963126,0,"2",4,94676.9395348837,NA,NA,19.0760701088152,2.94843467566592,10
"22","DEN",390,"EST",710,1972,NA,NA,4991596,0,"2",4,99010.4091085271,NA,NA,19.8354211976544,2.9874692888129,10
"23","DEN",390,"EST",710,1973,NA,NA,5021861,0,"2",4,104757.025193798,NA,NA,20.8602000720049,3.03784304070616,10
"24","DEN",390,"EST",710,1974,NA,NA,5045297,0,"2",4,100474.079457364,NA,NA,19.9144033458019,2.99144325614472,10
"25","DEN",390,"EST",710,1975,NA,NA,5059862,0,"2",4,99559.2069767442,NA,NA,19.6762692296241,2.97941330198769,10
"26","DEN",390,"EST",710,1976,NA,NA,5072596,0,"2",4,106831.365116279,NA,NA,21.0604915345671,3.0473988461565,10
"27","DEN",390,"EST",710,1977,NA,NA,5088419,0,"2",4,109112.175968992,NA,NA,21.4432372744839,3.06540931708445,10
"28","DEN",390,"EST",710,1978,NA,NA,5104248,0,"2",4,112912.419767442,NA,NA,22.1212644384524,3.09653933769909,10
"29","DEN",390,"EST",710,1979,NA,NA,5116801,0,"2",4,116486.888372093,NA,NA,22.7655694196614,3.12524928141754,10
"30","DEN",390,"EST",710,1980,NA,NA,5123027,0,"2",4,114523.339050388,NA,NA,22.3546233604444,3.10703316143149,10
"31","DEN",390,"EST",710,1981,NA,NA,5121572,0,"2",4,109465.92625969,NA,NA,21.3735013897471,3.06215190194379,10
"32","DEN",390,"EST",710,1982,NA,NA,5117810,0,"2",4,110665.27374031,NA,NA,21.6235604175048,3.07378348031325,10
"33","DEN",390,"EST",710,1983,NA,NA,5114297,0,"2",4,111532.105426357,NA,NA,21.8079054513957,3.08227253944385,10
"34","DEN",390,"EST",710,1984,NA,NA,5111619,0,"2",4,114446.410174419,NA,NA,22.3894641158542,3.10859049624001,10
"35","DEN",390,"EST",710,1985,NA,NA,5113691,0,"2",4,117328.231007752,NA,NA,22.9439422537951,3.13305394758154,10
"36","DEN",390,"EST",710,1986,NA,NA,5120534,0,"2",4,126445.524515504,NA,NA,24.6938160190917,3.20655284868821,10
"37","DEN",390,"EST",710,1987,NA,NA,5127024,0,"2",4,127690.815794574,NA,NA,24.9054453021038,3.21508646639366,10
"38","DEN",390,"EST",710,1988,NA,NA,5129516,0,"2",4,127669.45251938,NA,NA,24.8891810688143,3.21443321382192,10
"39","DEN",390,"EST",710,1989,NA,NA,5132594,0,"2",4,129609.223643411,NA,NA,25.2521870312382,3.22891276706904,10
"40","DEN",390,"EST",710,1990,NA,NA,5140939,0,"2",4,132572.341375969,NA,NA,25.7875733160749,3.24989272147912,10
"41","DEN",390,"EST",710,1991,15.62,22.454,5154298,1,"2",4,134015.428197674,284.101618090123,5.6493319843389,26.0007140056074,3.25812399939855,10
"42","DEN",390,"EST",710,1992,16,23,5171370,1,"2",4,138407.491569767,281.776654989381,5.64111475355382,26.7641827155604,3.28706452781254,10
"43","DEN",390,"EST",710,1993,33,30,5188628,1,"2",4,137305.414244186,458.831141851113,6.1286822596978,26.4627593738048,3.27573843797383,10
"44","DEN",390,"EST",710,1994,42,40,5206180,1,"2",4,145876.135562015,562.120731290827,6.33171665118314,28.0198025350671,3.33291149359877,10
"45","DEN",390,"EST",710,1995,64,64,5233373,1,"2",4,152076.853197674,841.679698840306,6.73539953669214,29.0590510551559,3.36933000293435,10
"46","DEN",390,"EST",710,1996,94,73,5263074,1,"2",4,157644.198158915,1059.34758113746,6.96540850812173,29.9528750990229,3.39962531658255,10
"47","DEN",390,"EST",710,1997,103,75,5284991,1,"2",4,169030.56870155,1053.06395977574,6.95945925081711,31.9831327435658,3.46520866206919,10
"48","DEN",390,"EST",710,1998,119,111,5304219,1,"2",4,177540.561434109,1295.47861143472,7.16663548997373,33.4715745021291,3.51069655630768,10
"49","DEN",390,"EST",710,1999,101,123,5321799,1,"2",4,182151.526162791,1229.74539230491,7.11456242881331,34.2274344000573,3.53302749793807,10
"50","DEN",390,"EST",710,2000,119,154,5339616,1,"2",4,191010.159302326,1429.24335018172,7.26490045747048,35.7722651408501,3.57717287642253,10
"51","DEN",390,"EST",710,2001,127,168,5358783,1,"2",4,190489.462209302,1548.64209588594,7.34513375877182,35.5471498303444,3.5708599794865,10
"52","DEN",390,"EST",710,2002,148,173,5375931,1,"2",4,193896.227034884,1655.52473562185,7.41187329835671,36.067469436435,3.58539133543839,10
"53","DEN",390,"EST",710,2003,170,181,5390574,1,"2",4,186049.509496124,1886.5946002793,7.54252868406775,34.513858727498,3.54136094562289,10
"54","DEN",390,"EST",710,2004,195,196,5404523,1,"2",4,194155.462693798,2013.85011049956,7.60780364672519,35.9246251137794,3.58142299666442,10
"55","DEN",390,"EST",710,2005,212,208,5419432,1,"2",4,193311.364437985,2172.6606773537,7.68370781406115,35.6700415168941,3.57431116328641,10
"56","DEN",390,"EST",710,2006,312,269,5437272,1,"2",4,206602.985755814,2812.15684214114,7.94170702738549,37.9975446797243,3.63752154394737,10
"57","DEN",390,"EST",710,2007,350,292,5461438,1,"2",4,215705.941182171,2976.27407238547,7.99842748592812,39.4961805264787,3.67620397169958,10
"58","DEN",390,"EST",710,2008,348,347,5493621,1,"2",4,223520.409399225,3109.33575089636,8.04216439743999,40.6872642650858,3.70591512615995,10
"59","DEN",390,"EST",710,2009,252,241,5523095,1,"2",4,216202.065213178,2280.27424027562,7.73205099553797,39.1450925999242,3.66727506591907,10
"60","DEN",390,"EST",710,2010,222,246,5547683,1,"2",4,225710.437887597,2073.4530683648,7.63697064541282,40.6855326606796,3.70587256637408,10
"61","DEN",390,"EST",710,2011,249,319,5570572,1,"2",4,230990.97625969,2458.97051563361,7.80749805175537,41.4662939927336,3.72488090428308,10
"62","DEN",390,"EST",710,2012,287,307,5591572,1,"2",4,237691.784786822,2499.03462390482,7.82365978584294,42.508937520043,3.74971434841081,10
"63","DEN",390,"EST",710,2013,270,357,5614932,1,"2",4,242983.512015504,2580.42199982686,7.8557082303646,43.2745244315521,3.76756411155191,10
"64","DEN",390,"EST",710,2014,294,391,5643475,1,"2",4,245815.013372093,2786.64834422911,7.93259484235162,43.5573850104932,3.77407926436409,10
"65","DEN",390,"EST",710,2015,246,324,5676002,1,"2",4,249255.008430233,2286.81463048533,7.73491513716773,43.9138337918543,3.78222939098445,10
"66","DEN",390,"FIN",375,1951,34,39,4310350,3,"3",4,37663.0859496124,1938.23735255425,7.56953425788972,8.73782545491953,2.1676613549257,10
"67","DEN",390,"FIN",375,1952,26,25,4340420,3,"3",4,39091.6795542636,1304.6254492393,7.17367126648378,9.00642784667465,2.19793852759914,10
"68","DEN",390,"FIN",375,1953,13,21,4370490,3,"3",4,41948.189244186,810.523662942432,6.69768053623682,9.59805176174435,2.26156013639342,10
"69","DEN",390,"FIN",375,1954,14,25,4410590,3,"3",4,43525.8145348837,896.019992198963,6.79796272544806,9.86847894156648,2.28934573230556,10
"70","DEN",390,"FIN",375,1955,27,25,4440660,3,"3",4,43523.626744186,1194.75337626698,7.08569506337349,9.80116170663506,2.28250092014441,10
"71","DEN",390,"FIN",375,1956,22,20,4470740,3,"3",4,44573.9537790698,942.254308607499,6.84827520481655,9.97015120071169,2.29959574942662,10
"72","DEN",390,"FIN",375,1957,16,22,4500810,3,"3",4,46498.2323643411,817.235367190899,6.70592714050783,10.3310809308416,2.33515691762247,10
"73","DEN",390,"FIN",375,1958,16,24,4530880,3,"3",4,47822.0612403101,836.434042418132,6.72914766784784,10.5546960502838,2.35657088413376,10
"74","DEN",390,"FIN",375,1959,19,29,4550930,3,"3",4,52631.8208333333,911.995808619263,6.81563539425156,11.5650693008535,2.44798928795715,10
"75","DEN",390,"FIN",375,1960,26,37,4581000,3,"3",4,55638.5356589147,1132.30873627253,7.03201395680072,12.14550003469,2.49695873366834,10
"76","DEN",390,"FIN",375,1961,36,39,4610000,3,"3",4,59140.4736434109,1268.16705006819,7.14532786927582,12.8287361482453,2.55168766623407,10
"77","DEN",390,"FIN",375,1962,37,42,4647000,3,"3",4,62559.7254844961,1262.7932649669,7.14108142325728,13.4623898180538,2.59989985808904,10
"78","DEN",390,"FIN",375,1963,36,45,4684000,3,"3",4,63789.1685077519,1269.80805511137,7.1466210303226,13.6185244465739,2.6114309575965,10
"79","DEN",390,"FIN",375,1964,42,65,4720000,3,"3",4,69548.3511627907,1538.49801197367,7.33856190257645,14.7348201616082,2.69021341127013,10
"80","DEN",390,"FIN",375,1965,48,71,4758000,3,"3",4,73006.1394379845,1629.99990022874,7.39633523259144,15.343871256407,2.73071612762146,10
"81","DEN",390,"FIN",375,1966,55,82,4798000,3,"3",4,75368.7015503876,1817.73066514101,7.50534411477493,15.7083579721525,2.75419292561783,10
"82","DEN",390,"FIN",375,1967,51,83,4835354,1,"2",4,79704.563372093,1681.20863261535,7.42726823791159,16.4837079916161,2.80237249866401,10
"83","DEN",390,"FIN",375,1968,53,90,4864883,1,"2",4,84239.2275193799,1697.54643069468,7.43693921145623,17.3157766629495,2.85161803176899,10
"84","DEN",390,"FIN",375,1969,65,106,4891860,1,"2",4,90724.3292635659,1884.83068861521,7.54159327548474,18.545978270753,2.92025296073673,10
"85","DEN",390,"FIN",375,1970,77,129,4928757,1,"2",4,92470.6274224806,2227.73442488743,7.70874039505887,18.7614498792455,2.93180422626576,10
"86","DEN",390,"FIN",375,1971,79,131,4963126,1,"2",4,94676.9395348837,2218.06916268798,7.70439234988041,19.0760701088152,2.94843467566592,10
"87","DEN",390,"FIN",375,1972,98,144,4991596,1,"2",4,99010.4091085271,2444.18745643945,7.80146801802094,19.8354211976544,2.9874692888129,10
"88","DEN",390,"FIN",375,1973,143,234,5021861,1,"2",4,104757.025193798,3598.80398763288,8.1883568435875,20.8602000720049,3.03784304070616,10
"89","DEN",390,"FIN",375,1974,198,276,5045297,1,"2",4,100474.079457364,4717.63466318832,8.45906282229122,19.9144033458019,2.99144325614472,10
"90","DEN",390,"FIN",375,1975,196,269,5059862,1,"2",4,99559.2069767442,4670.58762439338,8.44904017238161,19.6762692296241,2.97941330198769,10
"91","DEN",390,"FIN",375,1976,183,352,5072596,1,"2",4,106831.365116279,5007.89257366212,8.5187704616038,21.0604915345671,3.0473988461565,10
"92","DEN",390,"FIN",375,1977,190,413,5088419,1,"2",4,109112.175968992,5526.4226438978,8.61729598534875,21.4432372744839,3.06540931708445,10
"93","DEN",390,"FIN",375,1978,208,513,5104248,1,"2",4,112912.419767442,6385.48001614876,8.76178194436424,22.1212644384524,3.09653933769909,10
"94","DEN",390,"FIN",375,1979,282,700,5116801,1,"2",4,116486.888372093,8430.13332850996,9.03956786682693,22.7655694196614,3.12524928141754,10
"95","DEN",390,"FIN",375,1980,361,737,5123027,1,"2",4,114523.339050388,9587.56537404926,9.16822226432755,22.3546233604444,3.10703316143149,10
"96","DEN",390,"FIN",375,1981,332,659,5121572,1,"2",4,109465.92625969,9053.04539833715,9.11085648819137,21.3735013897471,3.06215190194379,10
"97","DEN",390,"FIN",375,1982,335,716,5117810,1,"2",4,110665.27374031,9497.10748889759,9.15874255637387,21.6235604175048,3.07378348031325,10
"98","DEN",390,"FIN",375,1983,323,669,5114297,1,"2",4,111532.105426357,8894.29995253704,9.09316589577035,21.8079054513957,3.08227253944385,10
"99","DEN",390,"FIN",375,1984,312,583,5111619,1,"2",4,114446.410174419,7820.25402663135,8.96447231723571,22.3894641158542,3.10859049624001,10
"100","DEN",390,"FIN",375,1985,351,604,5113691,1,"2",4,117328.231007752,8139.55850009281,9.0044912192078,22.9439422537951,3.13305394758154,10
"101","DEN",390,"FIN",375,1986,473,694,5120534,1,"2",4,126445.524515504,9229.27090121652,9.13013533209261,24.6938160190917,3.20655284868821,10
"102","DEN",390,"FIN",375,1987,587,795,5127024,1,"2",4,127690.815794574,10823.0180173908,9.28943044302543,24.9054453021038,3.21508646639366,10
"103","DEN",390,"FIN",375,1988,684,812,5129516,1,"2",4,127669.45251938,11717.7599690334,9.36886091594148,24.8891810688143,3.21443321382192,10
"104","DEN",390,"FIN",375,1989,761,767,5132594,1,"2",4,129609.223643411,11789.2844123805,9.37494629723485,25.2521870312382,3.22891276706904,10
"105","DEN",390,"FIN",375,1990,886,946,5140939,1,"2",4,132572.341375969,13818.8703690805,9.53379035512995,25.7875733160749,3.24989272147912,10
"106","DEN",390,"FIN",375,1991,803,870,5154298,1,"2",4,134015.428197674,12483.6373132525,9.43217405084213,26.0007140056074,3.25812399939855,10
"107","DEN",390,"FIN",375,1992,851,923,5171370,1,"2",4,138407.491569767,12817.225280799,9.4585452702937,26.7641827155604,3.28706452781254,10
"108","DEN",390,"FIN",375,1993,686,846,5188628,1,"2",4,137305.414244186,11157.6080843795,9.3198768836068,26.4627593738048,3.27573843797383,10
"109","DEN",390,"FIN",375,1994,953,1046,5206180,1,"2",4,145876.135562015,13703.4066079313,9.52539973841929,28.0198025350671,3.33291149359877,10
"110","DEN",390,"FIN",375,1995,1220,1246,5233373,1,"2",4,152076.853197674,16215.4854479703,9.69372195649681,29.0590510551559,3.36933000293435,10
"111","DEN",390,"FIN",375,1996,1228,1155,5263074,1,"2",4,157644.198158915,15116.3190769494,9.62353017280372,29.9528750990229,3.39962531658255,10
"112","DEN",390,"FIN",375,1997,1303,1283,5284991,1,"2",4,169030.56870155,15299.0078650565,9.63554325985683,31.9831327435658,3.46520866206919,10
"113","DEN",390,"FIN",375,1998,1465,1209,5304219,1,"2",4,177540.561434109,15061.3469868541,9.61988693871242,33.4715745021291,3.51069655630768,10
"114","DEN",390,"FIN",375,1999,1588,1230,5321799,1,"2",4,182151.526162791,15470.6362299788,9.6466990694169,34.2274344000573,3.53302749793807,10
"115","DEN",390,"FIN",375,2000,1715,1206,5339616,1,"2",4,191010.159302326,15292.3803145817,9.63510996467326,35.7722651408501,3.57717287642253,10
"116","DEN",390,"FIN",375,2001,1523,1186,5358783,1,"2",4,190489.462209302,14221.259111034,9.56249324451709,35.5471498303444,3.5708599794865,10
"117","DEN",390,"FIN",375,2002,1754,1256,5375931,1,"2",4,193896.227034884,15523.7677701613,9.65012753296962,36.067469436435,3.58539133543839,10
"118","DEN",390,"FIN",375,2003,2096,1310,5390574,1,"2",4,186049.509496124,18306.9550101177,9.81503632182451,34.513858727498,3.54136094562289,10
"119","DEN",390,"FIN",375,2004,2207,1458,5404523,1,"2",4,194155.462693798,18876.6257160637,9.84567970106058,35.9246251137794,3.58142299666442,10
"120","DEN",390,"FIN",375,2005,2348,1646,5419432,1,"2",4,193311.364437985,20660.9684413112,9.93600161675949,35.6700415168941,3.57431116328641,10
"121","DEN",390,"FIN",375,2006,2789,1905,5437272,1,"2",4,206602.985755814,22719.9039879699,10.0309966469446,37.9975446797243,3.63752154394737,10
"122","DEN",390,"FIN",375,2007,2877,2145,5461438,1,"2",4,215705.941182171,23281.6953138938,10.0554227219557,39.4961805264787,3.67620397169958,10
"123","DEN",390,"FIN",375,2008,2974,2503,5493621,1,"2",4,223520.409399225,24503.3552628192,10.1065653366589,40.6872642650858,3.70591512615995,10
"124","DEN",390,"FIN",375,2009,2259,1409,5523095,1,"2",4,216202.065213178,16965.6103718681,9.73894365487163,39.1450925999242,3.66727506591907,10
"125","DEN",390,"FIN",375,2010,2397,1457,5547683,1,"2",4,225710.437887597,17074.9746270896,9.74536919846949,40.6855326606796,3.70587256637408,10
"126","DEN",390,"FIN",375,2011,2600,1629,5570572,1,"2",4,230990.97625969,18308.0744905185,9.81509747050671,41.4662939927336,3.72488090428308,10
"127","DEN",390,"FIN",375,2012,2536,1524,5591572,1,"2",4,237691.784786822,17080.9437256794,9.74571871907607,42.508937520043,3.74971434841081,10
"128","DEN",390,"FIN",375,2013,3207,1622,5614932,1,"2",4,242983.512015504,19873.7764548069,9.89715637560522,43.2745244315521,3.76756411155191,10
"129","DEN",390,"FIN",375,2014,3099,1333,5643475,1,"2",4,245815.013372093,18029.818192151,9.79978223251652,43.5573850104932,3.77407926436409,10
"130","DEN",390,"FIN",375,2015,2468,1116,5676002,1,"2",4,249255.008430233,14378.848483613,9.57351355043395,43.9138337918543,3.78222939098445,10
"131","DEN",390,"GFR",260,1951,129,146,4310350,3,"3",4,37663.0859496124,7301.57906784136,8.8958459144079,8.73782545491953,2.1676613549257,10
"132","DEN",390,"GFR",260,1952,119,153,4340420,3,"3",4,39091.6795542636,6958.00239594295,8.84764770005545,9.00642784667465,2.19793852759914,10
"133","DEN",390,"GFR",260,1953,122,189,4370490,3,"3",4,41948.189244186,7413.90762279695,8.91111292379989,9.59805176174435,2.26156013639342,10
"134","DEN",390,"GFR",260,1954,138,233,4410590,3,"3",4,43525.8145348837,8523.67736168757,9.05060314192585,9.86847894156648,2.28934573230556,10
"135","DEN",390,"GFR",260,1955,193,227,4440660,3,"3",4,43523.626744186,9649.93111600251,9.17470605606947,9.80116170663506,2.28250092014441,10
"136","DEN",390,"GFR",260,1956,219,261,4470740,3,"3",4,44573.9537790698,10768.6206698,9.28439169043511,9.97015120071169,2.29959574942662,10
"137","DEN",390,"GFR",260,1957,241,262,4500810,3,"3",4,46498.2323643411,10817.6155183427,9.28893115088119,10.3310809308416,2.33515691762247,10
"138","DEN",390,"GFR",260,1958,269,270,4530880,3,"3",4,47822.0612403101,11270.9487215843,9.3299837846429,10.5546960502838,2.35657088413376,10
"139","DEN",390,"GFR",260,1959,279,340,4550930,3,"3",4,52631.8208333333,11760.9459486526,9.37253965602826,11.5650693008535,2.44798928795715,10
"140","DEN",390,"GFR",260,1960,278,412,4581000,3,"3",4,55638.5356589147,12401.4766353658,9.4255708280005,12.14550003469,2.49695873366834,10
"141","DEN",390,"GFR",260,1961,292,431,4610000,3,"3",4,59140.4736434109,12225.1303626574,9.41124897789827,12.8287361482453,2.55168766623407,10
"142","DEN",390,"GFR",260,1962,306,476,4647000,3,"3",4,62559.7254844961,12500.054850685,9.43348831133557,13.4623898180538,2.59989985808904,10
"143","DEN",390,"GFR",260,1963,307,474,4684000,3,"3",4,63789.1685077519,12243.4579140985,9.41274702548985,13.6185244465739,2.6114309575965,10
"144","DEN",390,"GFR",260,1964,329,561,4720000,3,"3",4,69548.3511627907,12796.8526229585,9.45695453084073,14.7348201616082,2.69021341127013,10
"145","DEN",390,"GFR",260,1965,375,626,4758000,3,"3",4,73006.1394379845,13711.1756313358,9.52596651879513,15.343871256407,2.73071612762146,10
"146","DEN",390,"GFR",260,1966,356,637,4798000,3,"3",4,75368.7015503876,13175.2302955111,9.48609385299198,15.7083579721525,2.75419292561783,10
"147","DEN",390,"GFR",260,1967,299,603,4835354,1,"2",4,79704.563372093,11316.7924374556,9.3340429580233,16.4837079916161,2.80237249866401,10
"148","DEN",390,"GFR",260,1968,319,605,4864883,1,"2",4,84239.2275193799,10968.761552181,9.30280665283801,17.3157766629495,2.85161803176899,10
"149","DEN",390,"GFR",260,1969,377,725,4891860,1,"2",4,90724.3292635659,12146.6866599647,9.40481170869494,18.545978270753,2.92025296073673,10
"150","DEN",390,"GFR",260,1970,424,827,4928757,1,"2",4,92470.6274224806,13528.6202210397,9.5125627367362,18.7614498792455,2.93180422626576,10
"151","DEN",390,"GFR",260,1971,448,846,4963126,1,"2",4,94676.9395348837,13667.5309358012,9.52277829422378,19.0760701088152,2.94843467566592,10
"152","DEN",390,"GFR",260,1972,532,946,4991596,1,"2",4,99010.4091085271,14927.7233909814,9.6109753933724,19.8354211976544,2.9874692888129,10
"153","DEN",390,"GFR",260,1973,806,1569,5021861,1,"2",4,104757.025193798,22671.51053217,10.0288643726082,20.8602000720049,3.03784304070616,10
"154","DEN",390,"GFR",260,1974,987,1829,5045297,1,"2",4,100474.079457364,28027.1291382665,10.2409282178741,19.9144033458019,2.99144325614472,10
"155","DEN",390,"GFR",260,1975,1158,2042,5059862,1,"2",4,99559.2069767442,32141.6782753953,10.3779088555821,19.6762692296241,2.97941330198769,10
"156","DEN",390,"GFR",260,1976,1309,2592,5072596,1,"2",4,106831.365116279,36515.4933268335,10.5054919242144,21.0604915345671,3.0473988461565,10
"157","DEN",390,"GFR",260,1977,1525,2605,5088419,1,"2",4,109112.175968992,37850.9544266964,10.5414114745766,21.4432372744839,3.06540931708445,10
"158","DEN",390,"GFR",260,1978,2018,3075,5104248,1,"2",4,112912.419767442,45105.7555093559,10.7167651339639,22.1212644384524,3.09653933769909,10
"159","DEN",390,"GFR",260,1979,2568,3637,5116801,1,"2",4,116486.888372093,53267.7976613078,10.8830872561112,22.7655694196614,3.12524928141754,10
"160","DEN",390,"GFR",260,1980,3204,3571,5123027,1,"2",4,114523.339050388,59158.247185049,10.987971288006,22.3546233604444,3.10703316143149,10
"161","DEN",390,"GFR",260,1981,2686,3240,5121572,1,"2",4,109465.92625969,54135.5671347588,10.8992466819949,21.3735013897471,3.06215190194379,10
"162","DEN",390,"GFR",260,1982,2676,3445,5117810,1,"2",4,110665.27374031,55310.93714514,10.920725946348,21.6235604175048,3.07378348031325,10
"163","DEN",390,"GFR",260,1983,2780,3245,5114297,1,"2",4,111532.105426357,54020.3197722134,10.8971155468443,21.8079054513957,3.08227253944385,10
"164","DEN",390,"GFR",260,1984,2565,3384,5111619,1,"2",4,114446.410174419,51980.6605636088,10.8586270161488,22.3894641158542,3.10859049624001,10
"165","DEN",390,"GFR",260,1985,2703,3856,5113691,1,"2",4,117328.231007752,55902.9991645118,10.9313733100208,22.9439422537951,3.13305394758154,10
"166","DEN",390,"GFR",260,1986,3572,5408,5120534,1,"2",4,126445.524515504,71018.7255294982,11.1706988611023,24.6938160190917,3.20655284868821,10
"167","DEN",390,"GFR",260,1987,4331,6002,5127024,1,"2",4,127690.815794574,80922.0297928358,11.3012413749122,24.9054453021038,3.21508646639366,10
"168","DEN",390,"GFR",260,1988,4835,6064,5129516,1,"2",4,127669.45251938,85368.8943198496,11.3547370782964,24.8891810688143,3.21443321382192,10
"169","DEN",390,"GFR",260,1989,4866,5879,5132594,1,"2",4,129609.223643411,82903.0503998877,11.325427136585,25.2521870312382,3.22891276706904,10
"170","DEN",390,"GFR",260,1990,6726,7210,5140939,1,"2",4,132572.341375969,105119.965864359,11.5628575089882,25.7875733160749,3.24989272147912,10
"171","DEN",390,"GFR",260,1991,7871,7041,5154298,1,"2",4,134015.428197674,111270.770839941,11.6197218867807,26.0007140056074,3.25812399939855,10
"172","DEN",390,"GFR",260,1992,9592,8402,5171370,1,"2",4,138407.491569767,130007.413586639,11.7753467554012,26.7641827155604,3.28706452781254,10
"173","DEN",390,"GFR",260,1993,8537,6686,5188628,1,"2",4,137305.414244186,110869.626546024,11.6161102543655,26.4627593738048,3.27573843797383,10
"174","DEN",390,"GFR",260,1994,9072,7521,5206180,1,"2",4,145876.135562015,113747.18651596,11.6417336025817,28.0198025350671,3.33291149359877,10
"175","DEN",390,"GFR",260,1995,11031,9624,5233373,1,"2",4,152076.853197674,135819.485777707,11.8190819726034,29.0590510551559,3.36933000293435,10
"176","DEN",390,"GFR",260,1996,10368,8862,5263074,1,"2",4,157644.198158915,121983.556798044,11.7116415342878,29.9528750990229,3.39962531658255,10
"177","DEN",390,"GFR",260,1997,10430,9629,5284991,1,"2",4,169030.56870155,118670.842523267,11.6841089103497,31.9831327435658,3.46520866206919,10
"178","DEN",390,"GFR",260,1998,10098,10152,5304219,1,"2",4,177540.561434109,114058.442963275,11.6444662535852,33.4715745021291,3.51069655630768,10
"179","DEN",390,"GFR",260,1999,9855,9661,5321799,1,"2",4,182151.526162791,107141.567304566,11.581906297894,34.2274344000573,3.53302749793807,10
"180","DEN",390,"GFR",260,2000,9850,9409,5339616,1,"2",4,191010.159302326,100827.097733149,11.5211624252097,35.7722651408501,3.57717287642253,10
"181","DEN",390,"GFR",260,2001,10100,9686,5358783,1,"2",4,190489.462209302,103869.262743048,11.5508882983152,35.5471498303444,3.5708599794865,10
"182","DEN",390,"GFR",260,2002,10880,10824,5375931,1,"2",4,193896.227034884,111936.16467893,11.6256840295655,36.067469436435,3.58539133543839,10
"183","DEN",390,"GFR",260,2003,12292,13010,5390574,1,"2",4,186049.509496124,135996.058621843,11.8203811835765,34.513858727498,3.54136094562289,10
"184","DEN",390,"GFR",260,2004,13692,14881,5404523,1,"2",4,194155.462693798,147165.573420215,11.8993135817022,35.9246251137794,3.58142299666442,10
"185","DEN",390,"GFR",260,2005,14893,15472,5419432,1,"2",4,193311.364437985,157078.19397106,11.9644990111154,35.6700415168941,3.57431116328641,10
"186","DEN",390,"GFR",260,2006,16052,18329,5437272,1,"2",4,206602.985755814,166410.954199061,12.0222156357257,37.9975446797243,3.63752154394737,10
"187","DEN",390,"GFR",260,2007,17759,21136,5461438,1,"2",4,215705.941182171,180314.922189148,12.102460168879,39.4961805264787,3.67620397169958,10
"188","DEN",390,"GFR",260,2008,20718,22986,5493621,1,"2",4,223520.409399225,195525.769290898,12.1834474619507,40.6872642650858,3.70591512615995,10
"189","DEN",390,"GFR",260,2009,16450,17367,5523095,1,"2",4,216202.065213178,156413.862035295,11.960260735105,39.1450925999242,3.66727506591907,10
